7.23625885,9.013218381,6.71244171,6.560812196,9.509743638,125.2622088
3.556795649,6.718126376,7.592756811,2.550038617,3.168911565,85.85260931
7.748959023,8.577830201,1.208343553,3.005181065,9.310755705,102.6848633
6.51869974,1.118969984,3.950602794,7.616616675,8.488009869,83.30546619
1.180790789,0.467537191,6.059217315,5.211026327,3.077296843,50.00666021
0.869353564,4.177293825,6.820768497,7.348985224,7.646260666,74.16876488
1.392002393,8.709245833,5.67648385,8.407427805,4.206713822,90.1281866
7.265850323,7.912234079,8.384582662,3.654171041,9.311086955,120.2288451
6.120765699,0.847180035,4.077174157,8.773249893,3.486733039,78.1693008
8.556116653,6.12487408,7.06551867,2.932816378,7.936676514,112.5269913
7.284870805,5.357086276,1.380322822,3.244139587,8.640066919,87.41314298
7.670200419,1.350405784,5.710600979,1.568276051,7.040260033,81.1287815
9.670893064,2.09224148,4.738345598,7.343439046,9.914964527,105.6196833
1.061968373,1.078315752,6.592508171,4.346531193,1.688115119,50.76224402
3.749061954,8.052323686,4.396171431,1.566721595,6.050885686,84.14863313
5.088771094,1.083756205,8.076858415,5.410713074,6.639371271,81.58395167
2.991901739,7.034930719,9.795933669,5.619428294,3.529055077,97.71868282
6.380082225,3.17188486,1.960500896,3.276020464,0.685351861,68.3645068
0.416240349,9.099423399,7.606147733,5.99586761,2.738624123,86.04468881
2.767687945,6.1636397,9.237351726,6.120497153,5.518324741,94.26768632
5.651443064,1.919634532,0.088448573,1.148509724,4.584568421,53.19319918
7.800003835,7.91297583,5.185617514,6.652285247,2.921129901,113.0331972
6.106326232,2.889189299,4.236087783,9.677035415,7.836169555,92.82808182
6.483093689,9.6910199,5.674104531,4.046650611,6.851824254,113.6146376
4.463137429,7.597046568,8.375991622,9.760792674,6.26328186,114.043476
3.398900608,7.206495684,9.4305843,5.625778745,1.176505638,97.02944625
0.707683949,3.217971551,3.603947006,0.000674515,5.995194497,43.6323722
1.84327773,2.123456647,9.273343447,4.067643955,4.048011704,68.68066862
7.112622174,6.032482102,8.680430053,4.528450169,2.634569427,108.0338872
0.172017712,4.529147084,8.224770207,3.869741646,8.423559365,70.65157499
9.454687581,5.795269987,6.441464299,3.942995507,4.935509895,113.5810136
3.707814704,5.29154831,1.283755609,4.646246511,3.078971597,66.40844436
5.642248016,9.493909504,0.212787567,9.410006606,4.644510294,100.4617334
3.727668288,6.956773698,5.713714947,3.208291497,3.809564409,84.43387513
2.548911756,5.426135938,2.331468033,0.974857557,3.179905227,56.69048715
4.619086738,3.302102423,9.271786647,0.350845962,8.229943424,83.20478935
3.791634017,3.335879142,0.51936565,3.924431587,2.771883681,54.66274028
8.69851441,6.908751586,1.375713437,4.580329233,0.119993732,94.99479284
6.313658883,1.151222352,3.403270009,2.787238756,3.727573648,66.56092152
1.706022478,3.394161112,5.293181777,1.790488945,6.694847939,58.85404818
8.512090103,5.412038157,5.360838101,4.945374335,6.207038923,106.9952448
0.767214431,7.231737207,0.66480443,9.604265475,2.983649634,67.54549427
4.797092964,9.183538193,0.851759526,4.94164163,5.187841553,88.67429109
1.847638838,0.394152191,3.036008902,0.7831935,4.449845772,36.4997963
4.373784537,5.67194547,7.537083303,7.958805305,5.19946709,98.49777973
8.869178366,7.22727977,4.28874765,4.291393584,0.847085292,106.1805581
